"Rating","Reviews","Size","Installs","Price"
4.3,10323,20.53,1000000,0
4.2,1609,4,100000,0
4.3,30403,20.53,5000000,0
4.3,18622,44,1000000,0
4.2,8258,22,1000000,0
4.4,57573,20.53,5000000,0
4.6,263525,20.53,10000000,0
4.4,14114,46,1000000,0
4.5,7153,20.53,1000000,0
4.5,149723,4.1,10000000,0
4.2,120373,31,5000000,0
4.2,40225,4.1,1000000,0
4.7,9971,22,500000,0
4,5960,20.53,500000,0
4.2,18294,28,1000000,0
4.1,38655,5.9,10000000,0
4.2,18239,20.53,10000000,0
4.6,308,4.3,1000000,0
4.1,33216,20.53,10000000,0
4,26189,5.3,10000000,0
4.6,25592,7.5,10000000,0
4.5,34126,20.53,10000000,0
4.3,330468,20.53,10000000,0
4.17581188356988,1,3.7,1000000,0
4.6,136874,20.53,10000000,0
4.4,1236,5.8,100000,0
4.5,537554,20.53,10000000,0
4.6,315585,8.5,10000000,0
4.4,12215,9.1,5000000,0
4.2,127223,7.6,10000000,0
3.1,24151,15,10000000,0
3.6,45483,20.53,10000000,0
3.9,18513,6.1,10000000,0
3,66,20.53,10000000,0
3.9,14552,17,10000000,0
3.4,25094,20.53,10000000,0
4.3,357,58,1000000,0
3.7,315,4.6,500000,0
3.5,163997,16,10000000,0
4.2,118439,16,10000000,0
4,59973,11,10000000,0
4.3,32111,5.3,1000000,0
4.3,114788,20.53,5000000,0
4.5,70404,4.2,1000000,0
4.5,429580,20.53,10000000,0
4.7,115409,20.53,10000000,0
4.4,166367,1.8,5000000,0
4.4,192661,8.5,10000000,0
4.5,60571,20.53,5000000,0
4.5,148506,11,5000000,0
4.6,679912,20.53,10000000,0
4.7,152692,11,5000000,0
4.6,77311,20.53,5000000,0
4.5,85387,5.4,1000000,0
4.6,33509,3.6,1000000,0
4.5,12718,20.53,1000000,0
4,85659,27,5000000,0
4.3,16395,20.53,1000000,0
4,807,1.8,100000,0
4.1,88675,9.6,5000000,0
4.3,56848,9.6,1000000,0
4.2,19096,10,1000000,0
4.2,154578,14,10000000,0
4.2,40676,25,1000000,0
4.3,39833,9.9,1000000,0
4.5,273283,22,5000000,0
4.4,139480,20.53,5000000,0
4.5,801054,8.9,10000000,0
4.3,94427,20.53,10000000,0
4.4,335115,1.8,10000000,0
4.1,33926,17,1000000,0
4.2,134203,4.1,10000000,0
4.1,15693,18,1000000,0
4.6,48979,14,1000000,0
4.1,10595,20.53,1000000,0
4.2,428581,4.7,10000000,0
4.1,225544,8.1,10000000,0
4.5,474439,7.9,10000000,0
4.4,745245,3.5,10000000,0
4.4,137562,20.53,10000000,0
4.4,7146,14,1000000,0
4.6,49657,8.7,5000000,0
4.5,1724,21,100000,0
4.7,139258,20.53,5000000,0
4.4,32794,12,5000000,0
4.5,102923,18,1000000,0
4.6,7583,3.8,500000,0
4,24215,20.53,1000000,0
4.7,29485,9.9,1000000,0
4.4,142393,12,10000000,0
4.3,71688,12,10000000,0
4.7,114851,20,10000000,0
4.1,62209,7.4,10000000,0
4.4,512102,20.53,10000000,0
4.6,298321,14,10000000,0
4.4,47393,7.2,10000000,0
4.4,55525,22,10000000,0
4.3,2267,7.2,500000,0
4.3,266401,20.53,10000000,0
4.6,649568,26,10000000,0
4.7,6342,38,1000000,0
4.3,5413,3.9,1000000,0
4.6,4724,5.4,1000000,0
4.7,229,1.1,500000,0
4.3,6626,9.1,1000000,0
3.7,10796,6.8,1000000,0
4.7,273994,12,10000000,0
4.4,18918,12,5000000,0
4.3,2056,9.8,500000,0
4.8,440,0.9,500000,0
4.6,66453,14,5000000,0
4.1,398,6.8,100000,0
4.7,12089,27,500000,0
4.2,89342,29,10000000,0
4.3,595120,20.53,10000000,0
4.3,100130,20.53,5000000,0
4.4,294701,5.1,10000000,0
4.1,112977,13,10000000,0
4.2,112479,4.3,10000000,0
4.4,733838,21,10000000,0
4.1,157495,6.4,10000000,0
4.3,86481,8.6,10000000,0
4.1,77724,7.1,5000000,0
4.2,33074,3.3,1000000,0
4.1,35771,3.5,5000000,0
4.5,69488,9.7,1000000,0
4.2,28806,7.1,1000000,0
4,11343,8.4,1000000,0
4.2,66730,7,5000000,0
4.3,881,5.9,10000,9.99
4.6,40704,20.53,100000,4.49
4.5,624924,24,10000000,0
4.1,51145,6.2,10000000,0
4.3,647844,20.53,10000000,0
4.2,7435,6.9,1000000,0
4.2,115773,20.53,10000000,0
4.7,536926,20.53,10000000,0
4.4,1188154,24,10000000,0
3.8,8226,4.1,10000000,0
4.4,228794,20.53,10000000,0
3.2,11200,11,5000000,0
4.5,9653,5.1,1000000,0
4.2,58675,1.3,10000000,0
4,8550,15,1000000,0
4.5,23089,1.6,10000000,0
4.2,102451,20.53,10000000,0
4.2,56403,49,5000000,0
4.4,115072,20.53,5000000,0
4.7,19302,7.2,5000000,0
3.1,6572,20.53,10000000,0
4.1,1092367,20.53,10000000,0
4.6,209696,49,5000000,0
4,212,10,1000000,0
4.7,17955,3.8,1000000,0
4.6,25370,20.53,1000000,0
4.2,74146,32,10000000,0
4.6,404617,20.53,10000000,0
4,10270,8.4,1000000,0
4.5,155999,12,10000000,0
4.4,56713,25,1000000,0
4.3,117255,20.53,1000000,0
4.5,298843,20.53,10000000,0
4.5,72513,12,5000000,0
4.4,205191,7.1,10000000,0
4.6,73695,20.53,1000000,0
4.6,67523,20.53,1000000,0
4.2,17415,4.1,1000000,0
4.3,549900,60,10000000,0
4.6,122424,4.7,5000000,0
4.2,37204,19,1000000,0
4,10643,20.53,5000000,0
4.3,226295,4.2,10000000,0
4.6,57904,11,1000000,0
4.3,5157,20.53,500000,0
4.2,30291,20.53,1000000,0
4.5,25985,6.9,1000000,0
4.2,60840,1.9,5000000,0
4.4,133573,20.53,5000000,0
4.6,23393,20.53,1000000,0
4.3,198051,20.53,10000000,0
4.6,102594,15,5000000,0
4.4,80119,20.53,10000000,0
4.6,26919,20.53,100000,5.99
4.6,267189,20.53,5000000,0
4.4,18669,4.1,1000000,0
4.1,16420,3.8,1000000,0
4.3,16149,20.53,1000000,0
4.5,86,2.8,10000,0
3.9,17941,20.53,5000000,0
4.17581188356988,76,8.2,10000,0
3.8,3614,3.3,1000000,0
4.17581188356988,31,85,10000,0
4.6,1413,14,100000,0
4.7,39,95,10000,0
4.17581188356988,36,5.5,5000,0
4,3789,42,1000000,0
4.17581188356988,67,15,50000,0
4.7,107,98,50000,0
4.1,559,6.4,100000,0
3.7,4976,2.8,1000000,0
4.1,44,3.6,10000,0
3.7,9293,2.4,1000000,0
4.6,62386,3.4,1000000,0
4.4,162,1.5,10000,0
4.1,99,6.6,10000,0
4.4,498,20.53,50000,0
4.7,34336,20.53,1000000,0
4.4,9073,20.53,500000,0
4.17581188356988,163,59,100000,0
4.8,190,6.8,100000,0
4,464,24,100000,0
4.17581188356988,63,4.9,10000,0
4.4,11501,11,1000000,0
4.7,69,5.8,5000,0
4.2,2715,24,500000,0
4.6,349,4.4,100000,0
4.6,37,16,10000,0
4.5,806,11,500000,0
4.6,60,4.9,10000,0
4.1,319,11,100000,0
3.8,824,53,1000000,0
4.8,6668,20,100000,0
4.8,1940,38,100000,0
4.17581188356988,34,4.9,10000,0
4.5,1025,17,100000,0
4,3346,37,1000000,0
4.4,5343,5.2,1000000,0
4.7,247,28,100000,0
4.17581188356988,970,71,100000,0
3.9,3182,46,1000000,0
4.4,1528,16,100000,0
4.5,76795,18,1000000,0
4.8,159455,10,1000000,0
4.8,892,17,10000,0
4.5,981995,20.53,10000000,0
4.7,11118,9.7,1000000,0
4.5,178934,20.53,10000000,0
3.5,11297,20.53,1000000,0
4.4,15370,21,1000000,0
4.4,40606,15,10000000,0
4.2,133338,44,5000000,0
4.6,36900,4.8,500000,0
4.4,1312037,20.53,10000000,0
4.4,4184,10,1000000,0
3.9,100994,54,5000000,0
4.3,20008,9.1,5000000,0
4.5,13426,19,1000000,0
4.2,18773,12,10000000,0
3.7,26941,20.53,5000000,0
4.2,7457,20.53,1000000,0
3.9,135337,20.53,5000000,0
3.6,7623,19,1000000,0
4.3,2143,20.53,100000,0
4.2,189313,38,10000000,0
4.6,89868,20.53,1000000,0
4.5,309617,20.53,10000000,0
4.5,3478,6.1,500000,0
4.2,24349,9.2,1000000,0
4.8,17493,11,100000,4.49
4.5,2332,20,500000,0
4.5,29344,22,500000,0
4.2,67772,20.53,5000000,0
4,634,20.53,100000,0
4.3,7557,5.6,1000000,0
4.2,59089,5.4,10000000,0
4.3,1551,2.9,1000000,0
3.6,12764,25,1000000,0
4.8,259003,20.53,10000000,0
3.7,400,7.2,100000,0
4.6,3930,3.3,500000,0
4.1,7624,6,1000000,0
3.8,19738,33,1000000,0
4.4,259605,3.1,10000000,0
4.5,18699,4.1,1000000,0
4.6,98819,27,5000000,0
4.7,53006,44,1000000,0
4.3,436921,20.53,10000000,0
3.6,5639,20.53,1000000,0
3.8,5555,64,1000000,0
4.3,15874,5.4,1000000,0
4.4,26421,20.53,1000000,0
3.1,2689,20.53,1000000,0
4.6,36969,27,1000000,0
4.5,714665,50,10000000,0
4,119202,20.53,10000000,0
4.3,6685,4,1000000,0
4.17581188356988,0,13,500,0
3.7,11549,20.53,1000000,0
3.9,28835,20.53,1000000,0
3.5,13205,44,1000000,0
4.3,1215,23,100000,0
4.1,159622,23,5000000,0
4.4,169965,14,10000000,0
4.4,38630,89,1000000,0
4.5,249919,20.53,10000000,0
4.4,158196,20.53,10000000,0
4.3,42624,16,1000000,0
4.5,26411,26,1000000,0
4.3,296781,20.53,10000000,0
4.6,29706,11,1000000,0
4.1,30693,20.53,1000000,0
4.2,83558,20.53,5000000,0
3.5,6066,56,1000000,0
4,293080,25,10000000,0
3.8,54256,20.53,5000000,0
4.3,355921,17,10000000,0
4.3,37882,9.1,1000000,0
4.1,190888,11,10000000,0
4.5,9548,15,1000000,0
4.4,1071,9.7,500000,0
4,11908,5.5,1000000,0
4.1,185058,6.7,10000000,0
4.6,697212,20.53,10000000,0
4.3,978,2.9,100000,0
4.5,51684,8.5,10000000,0
4.7,175110,25,10000000,0
4.5,357944,12,10000000,0
3.1,735,6.3,500000,0
4.7,2543,6.3,500000,0
3.8,18818,20.53,1000000,0
4,30287,19,1000000,0
4.2,31504,31,1000000,0
4,13950,20.53,1000000,0
4.2,21147,9,5000000,0
3.4,41490,25,5000000,0
4.6,2090,4.6,50000,0
4.5,44274,8,1000000,0
4,7006,23,1000000,0
4.4,2959,9.8,1000000,0
4.2,40167,8.7,1000000,0
4.1,56807,20.53,5000000,0
4,4332,12,1000000,0
3.7,10382,20.53,1000000,0
4.6,413999,10,5000000,0
4.5,66978,20.53,1000000,0
4.6,66384,19,1000000,0
4.5,17703,6.6,500000,0
3.9,32121,20.53,1000000,0
4.3,350,14,10000,0
4.4,74425,8.6,1000000,0
4.3,131028,13,5000000,0
4.4,84957,20.53,1000000,0
3.6,3311,10,100000,0
4.5,23158,20.53,1000000,0
3.6,1380,20.53,100000,0
4.1,49259,20.53,5000000,0
4.1,40975,36,1000000,0
4.2,27104,8.2,1000000,0
4.7,247992,22,5000000,0
3.9,63647,23,10000000,0
4.4,30722,20.53,1000000,0
4.6,56524,14,1000000,0
4,24790,20.53,1000000,0
4.3,13169,25,1000000,0
4.2,61692,27,10000000,0
4.3,3684,20.53,100000,0
4,18976,35,1000000,0
4.1,63020,20.53,5000000,0
4.6,62740,8.6,500000,0
4.2,78154,12,1000000,0
4.3,479594,18,10000000,0
4.2,201737,20.53,10000000,0
4.2,233305,3.1,10000000,0
4,80368,20.53,10000000,0
4.2,23292,14,1000000,0
4.3,23641,23,1000000,0
3.9,13217,8.8,1000000,0
4,17240,20.53,1000000,0
4.5,256680,12,10000000,0
4.1,62465,20.53,5000000,0
4.5,103074,20.53,1000000,0
4.2,15681,20.53,5000000,0
4.1,53481,20.53,10000000,0
4.4,104800,22,10000000,0
4.4,50459,20.53,5000000,0
4.2,43269,20.53,5000000,0
4.5,56443,43,1000000,0
4.4,3652,32,500000,0
4,126282,20.53,10000000,0
4.3,14110,6.8,1000000,0
4.4,18710,4,1000000,0
4.2,22063,20.53,1000000,0
4.1,15922,20.53,1000000,0
4.4,652,3.4,100000,0
4.3,29768,20.53,5000000,0
4.4,102248,20.53,5000000,0
4.2,41225,20.53,5000000,0
4.7,162049,48,5000000,0
4.5,53562,60,1000000,0
3.7,10562,60,1000000,0
4.3,21589,5.6,1000000,0
4.2,3682,20.53,100000,0
4.1,2909,5.2,100000,0
4.5,37937,25,1000000,0
4.8,15865,3.3,1000000,0
4.3,63920,29,5000000,0
4.7,38375,49,1000000,0
4.3,16657,3.6,1000000,0
4.2,301413,48,5000000,0
3.7,20605,20.53,1000000,0
4.6,16094,5.4,1000000,0
4.5,65590,18,5000000,0
4.3,32225,3.2,1000000,0
4.5,44348,11,5000000,0
4.2,23279,8.5,1000000,0
4.2,12572,24,1000000,0
4.3,70556,26,10000000,0
4.4,56471,20.53,5000000,0
3.7,6939,20.53,1000000,0
4.4,10218,78,1000000,0
4.4,617477,20.53,10000000,0
4.2,1688,20.53,50000,0
3.5,18857,7,1000000,0
4.2,11838,9.2,1000000,0
4.2,60838,20.53,5000000,0
4.5,162335,4.9,10000000,0
4.3,213340,24,10000000,0
4.6,94989,74,5000000,0
4.6,10247,15,1000000,0
3.9,730,6.3,10000,0
4.6,263454,74,10000000,0
4.3,1311,14,10000,0
4.4,174,5.7,10000,0
3.8,4257,20.53,500000,0
4.4,1852384,20.53,10000000,0
4.8,3053,17,50000,0
4.3,960726,20.53,10000000,0
4.4,867920,45,10000000,0
4.5,787107,20.53,10000000,0
4.5,13118,47,500000,0
3.7,413609,22,10000000,0
4.6,305765,34,10000000,0
4.3,154668,20.53,10000000,0
4.4,98324,70,1000000,0
4.3,133195,11,5000000,0
4.4,17069,94,500000,0
4.2,145088,24,10000000,0
4.9,46253,56,500000,0
4.6,111741,66,5000000,0
4.6,49275,91,500000,0
4.6,137198,81,5000000,0
3.9,31061,83,1000000,0
4.5,512996,23,10000000,0
3.7,800,32,50000,0
3.8,159,7.5,10000,0
4.4,3039889,18,10000000,0
2.9,155,20,10000,0
3.1,3042,20.53,500000,0
3.3,14210,96,1000000,0
2.2,83,6.7,50000,0
4.1,8,4.5,1000,0
4.1,283,7.4,100000,0
4.1,41,25,1000,0
4.5,2,10,500,0
4.5,349,11,50000,0
4.3,4624,78,100000,0
4.4,1397944,50,10000000,0
4.4,27275,8.3,1000000,0
4.5,901110,20.53,10000000,0
4.8,557,74,10000,0.99
4.7,2387,6.9,100000,0
1.7,686,6.6,10000,0
4.5,8096,16,1000000,0
3.6,608,5.4,100000,0
4.7,707,26,5000,0
4.1,376,32,50000,0
4.5,2751,7,100000,0
4.4,77,6.9,5000,0
3.7,452,30,100000,0
4.5,4115,5.8,100000,0
4,1320,8.6,100000,0
4.5,305347,39,10000000,0
4.6,408292,29,10000000,0.99
4.2,951,64,100000,0
4.5,762706,28,10000000,0
4.4,91171,36,1000000,0
4.6,15301,18,100000,2.99
4.5,10158,3.6,500000,0
3.3,23682,9.8,1000000,0
3.7,338449,2.8,10000000,0
4.5,214265,20.53,10000000,0
4.4,187892,40,5000000,0
3.1,740,20,100000,0
4,15443,25,1000000,0
4.4,63773,8.8,5000000,0
4.8,1506783,89,10000000,0
4.5,736824,20,10000000,0
4.7,564759,20.53,10000000,0
4.4,1657,4.9,100000,0
4.5,17350,12,500000,0
4.3,15209,20.53,100000,8.99
4.4,148536,59,10000000,0
4.5,75951,20.53,5000000,0
4.2,210534,22,10000000,0
4.2,12726,15,1000000,0
4.3,3943,11,100000,0
4.6,57,13,5000,0
3.6,214,4.9,50000,0
4.2,2588,7.6,100000,0
4.3,9433,9.3,500000,0
4.9,73,23,1000,0
4.5,1250,0.24,50000,0
4.2,13096,9.2,500000,0
3.8,38,4.8,5000,0
4.4,6495,40,100000,0
4,43,13,5000,0
4.17581188356988,6,4.9,500,0
3.8,183,9.9,50000,0
4.4,51,2.1,5000,0
4.4,12683,19,1000000,0
4.6,3656,39,100000,0
1.8,53,3.4,1000,1.49
4.4,7715,28,500000,0
3,543,94,50000,0
3.1,777,14,50000,0
4.3,255,1.6,5000,14.99
4.5,30,25,1000,0
3.8,29544,10,10000000,0
2.9,1786,5.9,100000,0
4.4,13,4.5,1000,0
2.9,4031,8.9,500000,0
4.2,46,26,10000,0
4,50,15,5000,0
3.9,38,42,5000,0
4.3,103064,5.6,5000000,0
4.17581188356988,17,8.5,1000,0
4,214,8.9,10000,0
4,65914,20.53,10000000,0
4.4,3250,27,1000000,0
3,4,19,1000,0
3.1,67,8.3,10000,0
4.1,10426,7.2,1000000,0
4.6,4140,20.53,50000,1.99
3.9,19758,2.9,5000000,0
2.8,4635,3.9,1000000,0
4.1,8137,3.9,1000000,0
4.7,403911,23,10000000,0
4.4,29864,40,1000000,0
4,80987,25,5000000,0
4.3,421000,36,10000000,0
4.4,90082,8.8,1000000,0
4.6,2176,0.93,100000,0
4.2,56259,23,10000000,0
4.17581188356988,7,7.2,1000,0
4.6,61264,43,1000000,0.99
4.1,405824,20.53,10000000,0
4.1,8,3.1,1000,0
4.1,797,6.7,50000,0
4.7,36,7.1,1000,0
3.5,81747,9.1,10000000,0
3.9,28,98,1000,0
4.17581188356988,6,30,500,0
4.6,7,7.3,1000,0
4.5,164,33,10000,0
4.7,98,3.4,10000,0
4.17581188356988,4,3.6,500,0
4.1,290,40,50000,0
4.4,9140,14,500000,0
4.3,1017408,34,10000000,0
4.4,1185,40,100000,0
4.5,14,11,1000,0
4.6,4046,63,100000,0
4.8,1955,14,100000,0
4.3,1065,61,100000,0
4.8,19047,63,100000,0
3.7,43,10,5000,0
4.1,9019,44,1000000,0
3.7,4444,10,500000,0
4.5,39,7.4,1000,0
4.9,55,40,1000,0
4.4,2351,62,100000,0
4.17581188356988,19,31,5000,0
4,42,26,5000,0
4.2,11263,35,1000000,0
4.6,4304,71,100000,0
4.3,264,60,10000,0
4,45224,49,5000000,0
4,6263,20,500000,0
4.9,5677,67,50000,0
4,155276,61,10000000,0
4.5,4251,13,1000000,0
4.3,90415,84,10000000,0
4.3,85,2.9,50000,0
4.4,222308,6.9,10000000,0
4.3,556659,46,10000000,0
4.4,499,27,100000,0
4.4,953894,37,10000000,0
3.5,31538,82,1000000,0
4.4,236,44,10000,0
4.4,37234,7.3,1000000,0
4.5,58820,37,1000000,0
3.9,1202,34,100000,0
4.9,198,9.1,10000,0
3.3,30,15,5000,0
3.8,718,26,10000,399.99
3.5,901,63,50000,0
3.6,275,7.3,10000,400
3.9,167229,9.7,10000000,0
4,142,6.2,10000,0
3.2,559,6,10000,0
4.5,189,16,10000,0
4.1,234606,59,10000000,0
3.7,10035,30,1000000,0
4.3,2538,6.4,100000,2.99
4.2,156862,64,5000000,0
4.1,63680,46,1000000,0
3.9,19727,76,1000000,0
3.8,4719,54,500000,0
4.4,32597,8.4,1000000,0
3.4,552,22,10000,0
4,166033,23,10000000,0
4.4,253,8.2,10000,0
4.8,133180,54,1000000,0
3.4,620,40,100000,0
4.3,817,28,100000,0
4.3,369,11,10000,0
4,37789,58,1000000,0
4.4,89947,22,5000000,0
3.8,7462,31,1000000,0
4.8,133,59,1000,2.49
4.7,8600,91,500000,0
3.9,29505,69,1000000,0
4.2,106,71,50000,0
4.7,6187,33,100000,0
4.5,659,3.3,10000,3.99
3.8,3965,6.4,100000,0
3.7,80,7.6,10000,0
4.1,155,32,1000,2.49
4.6,1475,34,10000,4.99
4.4,148826,49,1000000,0
4.6,354,24,10000,0.99
4.4,11393,8.7,1000000,0
4.4,401530,20.53,10000000,0
4,736,6.8,50000,0
3.8,45,47,10000,2.49
3.9,671,3.6,100000,0
3.7,274,26,50000,0
4.3,30443,0.53,1000000,0
4.3,22401,4.6,500000,0
4.4,14832,8.6,1000000,0
4.3,2059,10,100000,0
3.8,826,5.1,500000,0
3.8,589,28,100000,0
3.9,145,5.2,50000,0
4.3,298041,20.53,10000000,0
4.4,38,51,1000,0
4.4,230,11,1000,1.49
4.4,2026,7.5,100000,0
4.2,86956,24,1000000,0
4.2,35,5.2,500,1.49
4.1,1129,1.7,10000,0.99
3.9,35,6.3,5000,0
4.6,108002,20.53,10000000,0
3.9,213,28,10000,0
4.5,216,5.7,50000,0
3,12,4.9,500,0
3.6,53,2,5000,0
4.4,147,16,10000,0
4.17581188356988,13,4.3,1000,0
4.3,1162,7.3,100000,0
4.5,16,3.7,1000,0
4.1,169,24,10000,0
4.1,720,10,100000,0
4.5,61,7.5,10000,0
4.17581188356988,3,13,500,0
4.8,24,3.6,1000,0
4.5,502,2,10000,0
4.17581188356988,12,14,1000,0
4,164,2.3,10000,0
4.8,18,16,5000,1.49
3.7,21,20,500,0.99
4.5,189,2.1,10000,0
4.7,143,26,5000,0.99
2.7,1486,14,100000,0
2.9,6627,18,500000,0
4.2,69126,60,1000000,0
4.4,3031,20.53,500000,0
3.4,24,20.53,10000,0
4.17581188356988,0,20.53,500,0
4,2194,17,500000,0
4.1,41,4.5,1000,0
2.2,32,33,5000,0
3.8,156,43,10000,0
3.1,657,21,100000,0
3.1,133,2.3,10000,0
4.3,21107,95,100000,0
3.6,3642,29,100000,0
4.4,697939,20.53,10000000,0
4.17581188356988,20,16,1000,0
4.7,460,12,10000,0
3.6,7357,19,100000,0
4.4,944,12,100000,0
3.9,8,6.2,1000,0
4.2,5369,60,500000,0
4.17581188356988,11,9.2,5000,0
5,4,3.9,1000,0
4.8,51068,57,100000,4.99
4.3,90,13,5000,0
3.8,2925,93,50000,4.77
4.1,1655,83,100000,0
4.2,11244,2.2,1000000,0
4.5,464900,33,10000000,0
4.1,15097,14,1000000,0
4.5,90,37,1000,1.99
4.4,22503,6.5,1000000,0
3.8,560,0.31,50000,0
3.9,334,3.7,50000,0
4.1,16111,57,1000000,0
4.7,174827,25,10000000,0
4.3,482630,20.53,10000000,0
4,69115,2.4,10000000,0
3.7,38606,96,1000000,0
3,1820,33,100000,0
4,53144,21,5000000,0
4.6,22775,26,10000000,0
4.1,370,29,500000,0
4.7,963,3.7,10000,2.99
3.1,103,28,10000,0
3.9,138129,2.1,10000000,0
3.7,18522,20.53,1000000,0
4.2,6454,15,5000000,0
4.4,17988,7.9,100000,4.99
3.3,8465,8.9,10000000,0
4.1,1468,4.9,10000,4.99
4,1981,18,100000,0
4.2,29756,45,1000000,0
3.8,82,5.6,5000,0
4.5,1057,4.5,50000,0
3.7,10490,5.8,1000000,0
4.3,16600,24,1000000,0
4.5,67611,21,1000000,0
4.1,6601,31,500000,0
4.5,166886,21,10000000,0
4,93638,7.3,10000000,0
4.7,573,53,10000,0
4.1,124,37,5000,3.99
3.2,852,37,100000,0
3.9,139,2,10000,0
3,331,7.8,50000,0
4.6,655,3.5,100000,0
4.6,34,14,1000,0
4.1,3315,5.1,500000,0
3.4,1178,38,100000,0
4.2,26,2.2,5000,0
4.1,568,27,100000,0
2.9,83,13,10000,0
4,712,21,100000,0
3.8,24517,22,10000000,0
2.4,468,7.2,10000,0
3.7,52,13,5000,0
4.3,241,7.5,10000,0
4.6,4435,5.4,100000,0
3.2,1011,20.53,100000,0
4,889,16,100000,0
4.4,509,17,100000,0
2.5,20,26,5000,0
3.9,93,28,10000,0
4.4,397147,20.53,10000000,0
4.2,109263,38,1000000,0
4.3,241,20,100000,0
4.1,182103,6.9,5000000,0
4.2,16876,59,1000000,0
4.2,2113,67,100000,0
3.9,6121,61,500000,0
3.9,85578,20.53,10000000,0
3.8,165723,1.6,10000000,0
4.2,3546,3.7,1000000,0
4.3,542,30,100000,0
3.3,4288,10,500000,0
3.6,124,100,5000,0
4.1,2399,42,100000,0
3.8,3478,95,1000000,0
4.3,903,4.6,1000000,0
3.8,87,4.3,10000,0
4.7,594,3.6,1000,0
4.2,450,5.9,100000,0
4.7,1997,1.8,5000,0
4.7,127,9.5,5000,0
4,1744,37,100000,0
4.7,1667,17,10000,14.99
4.6,856,2.9,5000,0
4.8,51,3.4,5000,0
3.8,11,2.9,500,1.99
4.2,29,3.5,5000,0
3.2,38,1.5,1000,0.99
4.3,2142,47,50000,0
4.3,352097,6.7,10000000,0
4.5,37607,20.53,1000000,0
4.8,492,27,10000,0
4.2,12121,0.08,1000000,0
4.7,65,7.6,5000,0
4.4,101957,8.2,5000000,0
4.4,205,33,50000,0
4.4,95080,3.1,10000000,0
4.6,1130966,27,10000000,0
4.6,124970,20.53,5000000,0
4.5,40617,21,5000000,0
4.7,5754,4.4,100000,0
4.2,54063,16,5000000,0
4.4,1166,13,100000,0
4.7,801,3.5,5000,1.99
4.6,168487,6.4,10000000,0
4.6,20418,4.3,1000000,0
4.8,1216,8.6,10000,1.99
4.6,4210,1.9,100000,0
4.7,149,3.5,1000,1.99
4.5,22018,53,500000,0
4.5,30515,20.53,1000000,0
4.2,4878,27,100000,0
4.6,252,24,10000,0.99
4.2,63197,11,1000000,0
4.7,32613,3.2,1000000,0
4.7,8642,3.7,500000,0
4.2,161,1.2,5000,0.99
4.3,514,8.4,50000,0
4.3,1714,31,100000,0
4.5,56,26,10000,0.99
4.3,60,6.9,1000,3.99
4.5,10748,47,1000000,0
3.9,916,36,100000,0
4,875,21,100000,0
4,88,2,10000,1.99
2.9,2160,15,100000,0
4.4,38517,17,1000000,0
4.4,281448,70,10000000,0
4.8,1499466,96,10000000,0
4.3,285814,84,10000000,0
4.6,351267,5,10000000,0
4.6,16936,5,1000000,0
4.2,36214,20.53,5000000,0
4.2,130549,20.53,5000000,0
4.4,427185,20.53,10000000,0
4.5,337242,20.53,10000000,0
4.6,387958,9,10000000,0
4.5,97071,87,5000000,0
3.9,5894,67,1000000,0
4.7,96028,59,1000000,0
4.5,295430,1.4,10000000,0
4.2,367951,76,5000000,0
4.1,650114,80,10000000,0
4.2,62301,72,5000000,0
2.8,405,25,50000,0
3.9,145,79,10000,0
4.3,3976,98,100000,0
4.8,201,68,1000,1.49
4.3,1655,91,100000,0
4.2,11408,96,1000000,0
4.4,306,61,10000,0
4.1,94661,20.53,1000000,0
4.6,99,19,10000,0
4.3,13604,96,1000000,0.99
4.8,1721,20.53,10000,2.5
4.3,180,24,5000,0
4.1,133,48,10000,0
4.6,253115,99,10000000,0
4.7,55571,12,1000000,0
4.5,384602,88,10000000,0
4.7,227401,91,5000000,0
4.5,596628,99,10000000,0
4.8,69279,10,10000000,0
4.6,18921,20.53,1000000,0
4.3,1628,18,100000,0
4.8,3908,33,100000,0
4.6,2901,20.53,50000,1.99
4.5,2634605,63,10000000,0
4.4,32,0.23,5000,0
4.4,44939,20.53,10000000,0
4.6,37224,20.53,1000000,0
4.3,111,48,10000,0
3.8,454,18,100000,0
3.9,2371,8.3,500000,0
4.8,5103,20.53,100000,0
4.2,9,30,1000,0
4.5,630,8.3,10000,1.59
4.8,527,23,100000,0
4.17581188356988,3,11,500,0
4.6,2067,8.4,50000,0
4.17581188356988,3,37,1000,0
4.1,27501,7,1000000,0
4.17581188356988,9,22,1000,0
4.8,18604,15,1000000,0
3.8,40934,5.2,1000000,0
3.5,537,20.53,100000,0
3.3,4786,13,500000,0
3.6,41,23,10000,0
3.2,409,7.9,50000,0
2.5,362,7.8,100000,0
2.6,60,18,10000,0
4.2,27,3.1,5000,0
3.9,336,27,50000,0
3.5,383,26,50000,0
3.7,1041,28,100000,0
4,448,26,100000,0
2.4,166,6.1,10000,0
4.1,114340,28,10000000,0
3,1298,3.4,100000,0
2.2,32,9.4,1000,0
3.7,332,26,50000,0
3.7,566,27,100000,0
4.8,130,4.4,1000,9.99
3.7,163,26,10000,0
3.7,9514,7,500000,0
4.4,152470,20.53,10000000,0
3.7,9221,1.7,1000000,0
3.7,10369,20.53,1000000,0
4.1,121113,39,10000000,0
4.1,14491,4.3,1000000,0
4.3,2976,20.53,10000,1.99
